"url","description","name","Herkunftsland","Anbauregion","Weingut","Produktkategorie","Qualitätsstufe","Cuvee","Geschmacksrichtung","Farbnuance","Flaschengröße","Alkoholgehalt","Restzucker","Säure","Trinktemperatur","Passende Speisen","Hinweis auf Allergene","Auszeichnungen","Hersteller"
"https://www.vindor.de/frucht-pott-rotwein-qba-rheinhessen","FRUCHT PoTT - das Original für den Pott (Ruhrgebiet). Exklusiv verkostet von Markus A. Dilger, der 90 Punke gibt und schreibt: “Durch den Ausbau im großen Holzfass erhält diese Rotwein-Cuvée aus Rheinhessen einen individuellen und eleganten Touch. Seine fruchtig-feinwürzigen Aromen erinnern an rote Waldbeeren, reife Zwetschgen, Süßkirschen, Wiesenkräuter, Pfeffer, Unterholz und Schokolade. Dies ist ein eleganter, vollmundiger Rotwein mit weichen Tanninen, guter Balance und einem langen Nachhall und das bei einem Preis, der sensationell viel Genuss hinterlässt. Meine Ruhrpott-Empfehlung: gegrilltes Entrecôte-Steak vom Galloway-Rind - vom Bauern Kammesheidt aus Essen-Schuir - mit Kräuterbutter, Waldpilzen und Bratkartoffeln.”","FRUCHT PoTT, Rotwein, QbA Rheinhessen","Deutschland","Rheinhessen","Weingut Manz","Rotwein","Deutscher Qualitätswein,                                                                                                                                                                                 QbA","Merlot, Dornfelder","trocken","tiefes, leuchtendes Kirschrot","0,75 l","13,5 %","3,8 g/l","5,1 g/l","16-18 °C","Gegrilltes Entrecôte-Steak vom Galloway-Rind - vom Bauern Kammesheidt aus Essen-Schuir - mit Kräuterbutter, Waldpilzen und Bratkartoffeln.","enthält Sulfite","Markus A. Dilger: 90 Punkte","Weingut Manz, Lettengasse 6 - 55278 Weinolsheim"
"https://www.vindor.de/frucht-pott-weisswein-qba-rheinhessen","FRUCHT PoTT - das Original für den Pott (Ruhrgebiet). Exklusiv verkostet von Markus A. Dilger, der 90 Punke gibt und schreibt: “Diese Weißwein-Cuvée aus Rheinhessen besticht durch ihre hellgelbe Farbe mit grünen Reflexen, fruchtig-frischen Aromen von Apfel, Aprikose, Birne, Cassis, Zitronenmelisse, sowie einem eleganten Zusammenspiel von moderatem Alkohol, frischer Säure und harmonischer Restsüße. Meine Ruhrpott-Empfehlung: Bandnudeln “a la carPoTTnara” mit Speck, Zwiebeln, Kräutern und Käse-Sahne-PoTT-Weißwein-Sauce.”","FRUCHT PoTT, Weisswein, QbA Rheinhessen","Deutschland","Rheinhessen","Weingut Manz","Weißwein","Deutscher Qualitätswein,                                                                                                                                                                                 QbA","Weißburgunder, Silvaner, Sauvignon Blanc, Scheurebe","trocken",,"0,75 l","12 %","6,1 g/l","5,8 g/l","8-10 °C","Bandnudeln “a la carPoTTnara” mit Speck, Zwiebeln, Kräutern und Käse-Sahne-PoTT-Weißwein-Sauce.","enthält Sulfite","Markus A. Dilger: 90 Punkte","Weingut Manz, Lettengasse 6 - 55278 Weinolsheim"
"https://www.vindor.de/fruity-touch-weinbergpfirsich-aromatisierter-weisswein-7-vol.","FRUITY TOUCH - Dieser Weißwein zeichnet sich durch eine Delikatesse und eine aromatische Präsenz aus, die den optimalen Ausdruck der Fruchtaromen ermöglicht. Die Aromen der Weinbergpfirsiche werden aus der natürlichen Frucht gewonnen. Sie zeichnen sich ebenso wie dieses aromatisierte Getränk durch große Frische und Aromen aus. Der Alkoholgehalt wurde reduziert, damit sich der leckere Geschmack optimal entfalten kann. Natürliches Aroma von Weinbergpfirsichen mit anderen natürlichen Aromen.Ein Wein mit einem lebhaften, frischen Charakter, in dem die süßen und samtigen Noten des Weinbergpfirsichs optimal zur Geltung kommen. Ein leichtes Getränk mit leckerem Geschmack, das seine Fans begeistern wird. Eiskalt mit einigen Eiswürfeln servieren - perfekt !","Fruity Touch Weinbergpfirsich - aromatisierter Weisswein 7% vol.","Frankreich",,"Yvon Mau","Weincocktail,                                                                                                                                                                                 Weißwein",,,"lieblich","hellgelb","0,75 l","7 %","40,5 g/l","6,3 g/l","6-8 °C","pur oder on the rocks eiskalt geniessen","enthält Sulfite",,"Yvon Mau, Rue André Dupuy-Chauvin - La Reole-Cedex - France"
"https://www.vindor.de/gallo-family-vineyards-apothic-cabernet-sauvignon-kalifornien","Die Apothic Weine verkörpen den unkomplizierten Weingenuss mit Anspruch. Der Cabernet Sauvignon überzeugt duch seinen intensiven Duft nach roten Früchten, wunderbar langer und weicher Wein, der mit Aromen von Brombeere, etwas Vanille und Kakao besticht. Der Wein wird für  3 - 4 Montate im Eichholzfass ausgebaut.","Gallo Family Vineyards, Apothic Cabernet Sauvignon, Kalifornien","USA","Kalifornien","Ernest & Julio Gallo","Rotwein",,"76% Cabernet Sauvignon, 20% Zinfandel, 2% Pinot Noir, 2% Andere","halbtrocken","granatrot","0,75 l","13,5 %","11,2 g/l","4,5 g/l","18 - 25 ° C","Empfehlung zu kräftiger Pasta, würzigen Fleischgerichten; kräftigem Käse.","enthält Sulfite",,"Ernest & Julio Gallo, E. & J. Gallo Winery - Modesto, CA - U.S.A."
"https://www.vindor.de/gallo-family-vineyards-apothic-dark-kalifornien","Apothic DARK verkörpert den unkomplizierten Weingenuss mit Anspruch. Er zeigt intensive Aromen von dunkler Schokolade, Kaffee sowie Blau-und Brombeeren. Diese vereinen sich in vollmundiger Sinnlichkeit. Begleitet von zarten Tabakaromen und leichter Süße zeigt Apothic Dark die Vollkommenheit eines Rotweinblends in seiner dunkelsten Form.","Gallo Family Vineyards, Apothic Dark, Kalifornien","USA","Kalifornien","Ernest & Julio Gallo","Rotwein",,"Petite Syrah, Teroldego, Cabernet Sauvignon","trocken","kräftiges Dunkelrot","0,75 l","13,5 %","6,0 g/l","5,2 g/l","16-18 °C","Steaks, dunkle Schokolade","enthält Sulfite",,"Ernest & Julio Gallo, E. & J. Gallo Winery - Modesto, CA - U.S.A."
"https://www.vindor.de/gallo-family-vineyards-apothic-red-kalifornien","Apothic Red verkörpert den unkomplizierten Weingenuss mit Anspruch. Er zeigt intensive Aromen von Brombeere und Schwarzkirsche, schöne Vanillenote mit einem Hauch Mokka, samtig-weich, gute Struktur, elegante Fruchtsüße.","Gallo Family Vineyards, Apothic Red, Kalifornien","USA","Kalifornien","Ernest & Julio Gallo","Rotwein",,"Zinfandel, Syrah, Cab. Sauv., Merlot","lieblich","granatrot","0,75 l","13,5 %","17,6 g/l","5,2 g/l","16-18 °C","mittelscharfem rotem Lammcurry, Pfeffersteak, Spaghetti all' Arrabiata, Schokolade","enthält Sulfite",,"Ernest & Julio Gallo, E. & J. Gallo Winery - Modesto, CA - U.S.A."
"https://www.vindor.de/gluehgin-aromatisiertes-alkoholisches-getraenk","Voll im Trend und Wintergenuss pur - so muss Glühgin schmecken. Ein klassischer, edler Glühgin in Top Qualität aus hochwertigem Gin auf Apfel- Zimtpunsch mit Limette sowie Ingwer. Die trendige Glühweinalternative. (Weinhaltiges Getränk mit Aromen verfeinert).","Glühgin (aromatisiertes, alkoholisches Getränk)","Deutschland",,,"Glühwein",,,,,"1,0 l","10 %",,,,,"enthält Sulfite",,"Vom Feinsten, Friedrich Klocke - Vogelparadies 2 - Porta Westfalica – Germany"
"https://www.vindor.de/gluehhoernchen-gluehwein-cabernet-sauvignon-1-00-liter","Wintergenuss pur - so muss Glühwein schmecken. Ein klassischer, edler Glühwein in Top Qualität aus hochwertigen, italienischen Cabernet Sauvignon Trauben, charmant komponiert. (Weinhaltiges Getränk mit Aromen verfeinert) - Jetzt auch in der 1,00 Liter Flasche - noch mehr Genuss pro Flasche.","Glühhörnchen Glühwein Cabernet Sauvignon 1,00 Liter","Deutschland",,,"Glühwein",,,"lieblich","tiefes Rot","1,0 l","11,5 %",,,,,"enthält Sulfite",,"Vom Feinsten, Friedrich Klocke - Vogelparadies 2 - Porta Westfalica – Germany"
"https://www.vindor.de/gluehhoernchen-gluehwein-chardonnay-1-00-liter","Wintergenuss pur in WEISS - so muss Glühwein schmecken. Ein klassischer, edler Glühwein in Top Qualität aus hochwertigen, italienischen Chardonnay Trauben, charmant komponiert. (Weinhaltiges Getränk mit Aromen verfeinert).","Glühhörnchen Glühwein Chardonnay 1,00 Liter","Deutschland",,,"Glühwein",,,"lieblich","leuchtendes Goldgelb","1,0 l","11,5 %",,,,,"enthält Sulfite",,"Vom Feinsten, Friedrich Klocke - Vogelparadies 2 - Porta Westfalica – Germany"
"https://www.vindor.de/gratavinum-gratavinum-2pr-do-priorat","Harmonisch, fruchtig mit Noten von Konfitüren, Him- und Brombeeren, kombiniert mit mineralischen Anmerkungen und wundervoll integrierten Röstaromen des Holzes. Am Gaumen vollmundig, elegant, fruchtig und harmonisch ausbalancierte Gerbsäuren mit frischem und lange anhaltendem Abgang.","Gratavinum, Gratavinum 2πR, DO Priorat","Spanien","Priorat","Bodegas Gratavinum","Rotwein","D.O.","45% Garnatxa, 25% Carinyena, 15% Cabernet Sauvignon, 15% Syrah","trocken","dunkles Kirschrot","0,75 l","14,5 %","2,0 g/l","3,4 g/l","17-18 °C","Fleisch- und Wildgerichte, gegrilltem Gemüse, Weich- und Hartkäse","enthält Sulfite","Guia Penin 92 Punkte,                                                                                                                                                                                 Robert Parker 90","Bodegas Gratavinum, 43737, Tarragona, Spanien"
"https://www.vindor.de/gratavinum-gratavinum-gv5-do-priorat","Explosives Aroma mit Noten von roten Kirschen und schwarzen Brombeeren, aromatischen Gewürzen sowie mineralischem Hintergrund und tadellos integrierten Eichenholz-Akzenten. Am Gaumen vollmundig, körperreich mit verführerisch süßen Tanninen, welche absolut harmonisch mit der zarten Frucht verschmolzen sind. Langlebiger, anhaltender Abgang.","Gratavinum, Gratavinum GV5, DO Priorat","Spanien","Priorat","Bodegas Gratavinum","Rotwein","D.O.","75% Carinyena (+100 Jahre alt !) 15% Garnatxa Negre, 5% Cabernet Sauvignon, 5% Syrah","trocken","kirschrot","0,75 l","14,5 %","2,0 g/l","4,2 g/l","17-18 °C","Braten, Lamm, Wildgerichte, reife Käsesorte","enthält Sulfite","Guia Penin 92 Punkte,                                                                                                                                                                                 Robert Parker 91","Bodegas Gratavinum, 43737, Tarragona, Spanien"
"https://www.vindor.de/guillaume-aurele-chardonnay-vin-de-pays-d-oc","Extrem hohes Preis-Genussverhältnis. Modern geprägter Chardonnay, der diese Rebsorte wieder spannend macht. Dieser goldgelbe, helle Chardonnay mit feinen Aromen von exotischen Früchten, Maracuja-, Mango und Grapefruit funkelt im Glas und schmeichelt am Gaumen. Grandioses Finale.","Guillaume Aurele, Chardonnay, Vin de Pays d´Oc","Frankreich","Languedoc","Les Vignerons de Cers Portiragnes","Weißwein","Vin de Pays d'Oc",,"trocken","goldgelb","0,75 l","13,5 %","3,4 g/l","4,8 g/l","8-10 °C","leichte Speisen, weißer Fisch mit Zitrone, Salate","enthält Sulfite",,"Cave de Cers Portiragnes, 3, rue des vignerons - F 34420 CERS - Frankreich"
"https://www.vindor.de/hacienda-villarta-besanas-crianza-do-crianza-mentrida","Dieser saftige Rotwein macht sofort Lust auf den nächsten Schluck. Reife Beeren mit warmer Vanille und eine dezente Kaffeenote stömen in die Nase. Am Gaumen setzen sich die dunklen, reifen Beeren fort. Kräuter- und Kaffeewürze verleihen dem Wein zusätzliche Spannung. Voller und weicher Körper. Auszeichnungen: - Guia Penin: 85 Punkte (Jg. 2007) - Decanter: Bronze (Jg. 2007) - Berliner Winetrophy: Gold (Jg. 2009)","Hacienda Villarta, Besanas Crianza, DO Crianza Mentrida","Spanien","Méntrida","Hacienda Villarta","Rotwein","D.O. Crianza","50% Cabernet Sauvignon, 25% Syrah, 25% Tempranillo","trocken","rubinrot","0,75 l","13,5 %","2,1 g/l","5,2 g/l","16-18 °C","Nudelgerichte, kräftige Fleischgerichte, auch Lamm und Wild, kräftiger Hartkäse.","enthält Sulfite","Berliner Weintrophy Goldmedaille","Hacienda Villarta, Carretera N-403, km. 48 - 45910 Escalona - Spanien"
"https://www.vindor.de/hacienda-villarta-besanas-reserva-do-reserva-mentrida","Von diesem Wein werden Sie sich zärtlich umarmt und geküsst fühlen, wie der damilge Besitzer des Weingutes, der den Genuss dieses Weines so wunderbar beschrieb. Ob er dabei noch ganz nüchtern, war ist leider nicht überliefert. Einladende gekochte, dunkle Früchte mit delikaten Vanillenoten . Am Gaumen eine saftige Frucht mit weichem Holzeinfluß und faszinierenden Anklängen an Zedernholz. Der Nachhall ist lang, fruchtbetont und warm. Auszeichnungen - Guia Penin: 85 Punkte (Jg. 2006) - Mundus Vini: Gold (Jg. 2006) - Berliner Winetrophy: Gold (Jg. 2008) - Mundus Vini: Silber (Jg. 2008)","Hacienda Villarta, Besanas Reserva, DO Reserva Mentrida","Spanien","Méntrida","Hacienda Villarta","Rotwein","D.O. Reserva","Cabernet Sauvignon, Merlot, Syrah","trocken","rubinrot","0,75 l","13,5 %","0,2 g/l","5,4 g/l","16-18 °C","kräftige Gerichte von Schwein und Rind, Braten in dunklen Soßen, gegrilltes Fleisch, Lamm und Wildgerichte, kräftige Käsesorten","enthält Sulfite",,"Bodega Classica, Calle General Varela, 0 - ES 26338 San Vicente de la Sonsierra, La Rioja"
"https://www.vindor.de/hacienda-villarta-tozara-tinto-vdt-mentrida","In New York wurde dieser Wein zu einem der besten Tempranillos der Welt gekürt und erhielt eine Goldmedaille bei ""Tempranillo del Mundo"". Sehr überzeugend und kraftvoll, mit wunderbaren Aromen von Schwarzer Johannisbeere, Vanille und dezent-würzigen Röstaromen. Ein Wein mit schönem Körper und viel Harmonie.","Hacienda Villarta, Tozara Tinto, VdT Mentrida","Spanien","Méntrida","Hacienda Villarta","Rotwein","Vino de la Tierra","Tempranillo","trocken","dunkelrot","0,75 l","13,5 %","0,3 g/l","5,2 g/l","16-17 °C","Nudelgerichte mit Tomatensauce, milde Käsesorten, zarte Fleischgerichte.","enthält Sulfite",,"Hacienda Villarta, Carretera N-403, km. 48 - 45910 Escalona - Spanien"
"https://www.vindor.de/haute-cabriere-chardonnay-pinot-noir-franschhoek","Auf den Speisekarten der Top Restaurants in Südafrika ist der Haute Cabrière Chardonnay Pinot Noir regelmässig zu finden. Zurecht, wie wir finden. Unglaublich spannungsgelander Wein, dessen Cuvée schon Lust macht, den Wein zu probieren, was sich lohnt. Schmeichelnde Fruchtnoten, ausgewogen und sehr harmonisch, verführerische Länge, vielseitig und gefällig, feine Säure. Sie werden diesen Wein lieben!","Haute Cabrière, Chardonnay Pinot Noir, Franschhoek","Südafrika","Franschhoek","Cabrière Estate","Weißwein",,"60% Chardonnay, 40% Pinot Noir","trocken","strahlendes Goldgelb mit grünlichen Refelxen","0,75 l","12,5 %","2,5 g/l","5,3 g/l","8-9 °C","Fisch und Schalentiere, Gemüsegerichte wie Gemüseauflauf, Gratin, Risotto, Geflügel und helles Fleisch, zarte Gerichte von Schwein und Rind, gekochtes Fleisch, Pfannengerichte, Fleisch in hellen Soßen, milde Käsesorten","enthält Sulfite",,"Cabrière Estate, Lambrechts Road, Franschhoek, 7690 - Südafrika"
"https://www.vindor.de/haute-cabriere-pinot-noir-rose-franschhoek","Auf den Speisekarten der Top Restaurants in Südafrika ist der Haute Cabrière Pinot Noir regelmässig zu finden. Zurecht, wie wir finden. Betörender, blumiger Duft in der Nase mit Anklängen von frischen Beeren und Rosen.  Erfrischender und saftiger Wein, der den Gaumen mit einem Hauch von Erdbeere begeistert. Wunderbar !","Haute Cabrière, Pinot Noir Rosé, Franschhoek","Südafrika","Franschhoek","Cabrière Estate","Roséwein",,,"trocken","lachsrosa","0,75 l","12,5 %","3,8 g/l","5,8 g/l","8-9 °C","Passt exzellent zu Lachs, Sushi und Austern, ist ebenso ein vorzüglicher Alleinunterhalter.","enthält Sulfite",,"Cabrière Estate, Lambrechts Road, Franschhoek, 7690 - Südafrika"
"https://www.vindor.de/i-sicani-grillo-doc-sicilia","Wunderbarer Wein mit der fruchtigen Fülle und dem sonnigem Reichtum des Südens sowie Perfektion und Eleganz. Strohgelb, hell und lebendig mit goldenen Reflexen. Frisch und mineralisch mit einem Hauch von gelben Blüten, Pfirsichen und Zitrusfrüchten. Lecker und vollmundig mit mineralischen Anklängen. Hervorragend zu Fischgerichten und Schalentieren, Fischsuppe, Risotto, Frischkäse. Passt hervorragend zu geräuchertem Fisch.","I Sicani Grillo, DOC Sicilia","Italien","Sizilien","Farnese Vini","Weißwein","DOC",,"trocken","leuchtendes Goldgelb","0,75 l","12 %","3,5 g/l","6,2 g/l","8-10 °C","Ein exzellenter Begleiter zu mediterranen Sommergerichten.","enthält Sulfite",,"FARNESE VINI , Via Civiltà del Lavoro, “Complesso Veta 86 – Ex Pubplasta” - 66026, ORTONA (CH) - Italien"
"https://www.vindor.de/i-sicani-nero-d-avola-syrah-doc-sicilia","Wunderbarer Wein mit der fruchtigen Fülle und dem sonnigem Reichtum des Südens sowie Perfektion und Eleganz.  Tiefes Rubinrot mit violetten Reflexen. Intensives Aroma roter Früchten sowie Anklänge von Balsamico und floraler Noten. Warm, lang anhaltend mit einem Nachgeschmack von lebendigen Tanninen.Dieser Wein passt zu Vorspeisen, gegrilltem und gebratenem Fleisch, Wildvögeln und würzigem Käse.","I Sicani Nero d´Avola Syrah, DOC Sicilia","Italien","Sizilien","Farnese Vini","Rotwein","DOC","Nero d'Avola, Syrah","trocken","dunkles Rubinrot","0,75 l","13 %","8,0 g/l","5,8 g/l","16 °C","gegrilltes Fleisch, Käse, kräftige Pasta","enthält Sulfite",,"FARNESE VINI , Via Civiltà del Lavoro, “Complesso Veta 86 – Ex Pubplasta” - 66026, ORTONA (CH) - Italien"
"https://www.vindor.de/itinera-montepulciano-d-abruzzo-prima-classe-doc-montepulciano-d-abruzzo","Gaumenschmeichler aus einer Schatztruhe Italiens. Eindrucksvolle dunkle Früchte, feiner Zimt und würzige Aromen mit elegantem Holz und weichen Tanninen werden Sie verzaubern. Der Wein reift für 8-10 Monate in 20% neuen Barriques.","Itinera, Montepulciano d'Abruzzo Prima Classe, DOC Montepulciano d'Abruzzo","Italien","Abruzzen","Itynera","Rotwein","DOC","Montepulciano","trocken","rubinrot","0,75 l","13,5 %","6,2 g/l","5,2 g/l","16-18 °C","Parmesan, kräftige Fleischgerichte, würzige Pasta, Tête de Moine","enthält Sulfite",,"Itynera, MGM Mondo del Vino SRL - Forli - Italien"
"https://www.vindor.de/itinera-nero-d-avola-cabernet-sauvignon-prima-classe-igt-terre-siciliane","Eine unwiderstehliche Versuchung von der wundervollen Insel Sizilien, die hier mit mit im Glas schwingt. Das fruchtig- beerige Bouquet verführt mit cremiger Vanille und frischen Noten. Ein Wein mit elegantem Finale.6-8 Monate Ausbau im Barrique.","Itinera, Nero d´Avola Cabernet Sauvignon Prima Classe, IGT Terre Siciliane","Italien","Sizilien","Itynera","Rotwein","IGT / IGP","60% Nero d´Avola, 40% Cabernet Sauvignon","trocken","sehr dunkles Rubinrot","0,75 l","13,5 %","2,6 g/l","5,2 g/l","16-18 °C","Schweinelendchen, Pecorino, Manchego, Thunfischsteak","enthält Sulfite",,"Itynera, MGM Mondo del Vino SRL - Forli - Italien"
"https://www.vindor.de/itinera-nero-d-avola-igt-sicilia","Aromatisch, duftige Nase, Nelke und Beerenfrüchte. Harmonisch und elegant am Gaumen, süffiger Charakter.","Itinera, Nero d'Avola, IGT Sicilia","Italien","Sizilien","Itynera","Rotwein","IGP Sicilia",,"trocken","rubinrot","0,75 l","13 %","2,4 g/l","5,5 g/l","16-18 °C","Kräftiger Pasta, Pizza aller Art, Gegrilltem","enthält Sulfite",,"Itynera, MGM Mondo del Vino SRL - Forli - Italien"
"https://www.vindor.de/itinera-primitivo-prima-classe-igt-salento","Schwarzkirsche, Kardamom und etwas Leder in der Nase, explosionsartige Fülle am Gaumen, große Fruchtreichtum, sanftes Tannin, sehr langes Finale.","Itinera, Primitivo Prima Classe, IGT Salento","Italien","Salento","Itynera","Rotwein","IGT Salento",,"trocken","Intensives Purpurrot","0,75 l","14,5 %","11,8 g/l","5,4 g/l","16-18 °C","Kräftigen Steaks, Lamm, Pasta al Forno.","enthält Sulfite",,"Itynera, MGM Mondo del Vino SRL - Forli - Italien"
"https://www.vindor.de/jose-maria-da-fonseca-periquita-reserva-tinto-vr","Kein anderer Wein steht so für Wein aus Portugal wie der berühmte Periquita Tinto, hier als Reserva. Sehr vielschichtig Aromen roter Beeren in der Nase, sehr konzentriert, mit geschmeidigem Tannin, perfekte Balance zwischen Frucht, Säure und Holz. Grandioser Wein.","José Maria da Fonseca, Periquita Reserva Tinto VR","Portugal","Setúbal","José Maria da Fonseca","Rotwein","VR","Castelão, Touriga Nacional, Touriga Franca","trocken","dunkles Rubinrot","0,75 l","13 %","7,1 g/l","5,3 g/l","16-18 °C","Am besten solo genießen, paßt aber auch gut zu rotem Fleisch und harten Käsesorten","enthält Sulfite",,"José Maria da Fonseca, Quinta da Bassaqueira - Estrada Nacional 10, 2925-542 Vila Nogueira De Azeitão, Setubal, Portugal"
"https://www.vindor.de/jose-maria-da-fonseca-periquita-tinto-vr","Kein anderer Wein steht so für Wein aus Portugal wie der berühmte Periquita Tinto. Zurecht wie wir meinen. Wunderbar komplexe Aromenstruktur, Wachholder, Lakritz, rote Beeren, Zimtwürze, Fichtennadel. Ein faszinierender, typischer Portugiese.","José Maria da Fonseca, Periquita Tinto VR","Portugal","Setúbal","José Maria da Fonseca","Rotwein","VR","Castelao, Trincadeira, Aragonez","trocken","rubinrot mit violetten Reflexen","0,75 l","13 %","1,9 g/l","6,2 g/l","16-18 °C","kräftige Gerichte von Schwein und Rind, Braten in dunklen Soßen, gegrilltes Fleisch, Lamm und Wildgerichte, kräftige Käsesorten","enthält Sulfite",,"José Maria da Fonseca, Quinta da Bassaqueira - Estrada Nacional 10, 2925-542 Vila Nogueira De Azeitão, Setubal, Portugal"
"https://www.vindor.de/juan-gil-monastrell-etiqueta-amarilla-yellow-label-4-meses-jumilla-do","Sie suchen einen Powerwein zu einem Top Preis? Dann greifen Sie zu!
Vier Monate ausgebaut in französischen und amerikanischen Eichenbarriques überrascht der von über 60 Jahre alten Rebstöcken stammende Monastrell der Bodegas Juan Gil durch seine vollkommen ausgewogene Aromatik.","Juan Gil, Monastrell Etiqueta Amarilla (Yellow Label), 4 meses, Jumilla DO","Spanien","Jumilla","Bodega Juan Gil","Rotwein","D.O.","100 % Monastrell (Mourvedre)","trocken","dunkles Kirschrot","0,75 l","14,5 %","2,1 g/l","4,2 g/l",,"zu Eintopf- und Schmorgerichten, dunklem Fleisch","enthält Sulfite","Guia Penin 91 Punkte","Bodega Juan Gil, Calle Valencia, 4, ES 30520 Jumilla, Murcia - Spanien"
"https://www.vindor.de/juan-gil-monastrell-etiqueta-plata-silver-label-12-meses-jumilla-do","Dieser Rotwein ist der Hammer! Zwölf Monate wurde dieser Monastrell in neuen französischen und amerikanischen Eichenbarriques ausgebaut und machen ihn zu einem komplexen, fast schwarzroten Wein, dicht und harmonisch. Süße Tannine verbinden sich mit Noten schwarzer Beeren, kann noch etwas Reife vertragen. Er besticht wie sein kleiner Bruder durch kompakte Fülle und Dichte. Vielfach prämierter Spitzenwein.","Juan Gil, Monastrell Etiqueta Plata (Silver Label), 12 meses, Jumilla DO","Spanien","Jumilla","Bodega Juan Gil","Rotwein","D.O.","100 % Monastrell (Mourvedre)","trocken","dunkles Kirschrot","0,75 l","15 %","2,1 g/l","4,2 g/l","16-18 °C","Ideal zu gegrilltem Fleisch, Wildgerichten und lang gereiften Käsesorten.","enthält Sulfite","Guia Penin 93 Punkte","Bodega Juan Gil, Calle Valencia, 4, ES 30520 Jumilla, Murcia - Spanien"
"https://www.vindor.de/juan-gil-pedrera-monastrell-jumilla-do","Juan Gil ist der unbestrittene Monastrell König und ist in Spanien bereits eine Legende. Die Reben für diesen Wein wachsen auf 700m Höhe, blitzsaubere Vinifikation. Tiefe dunkelrote Farbe, duftig in der Nase und samtig auf der Zunge.Süße Fruchtnoten roter und schwarzer Beeren dominieren, süffig. „Grüne“ Ernte und Ausdünnung des Nachtriebes für bessere Reifung. Ein kleiner Wein von großer Dichte und Tiefe.","Juan Gil, Pedrera Monastrell, Jumilla DO","Spanien","Jumilla","Bodega Juan Gil","Rotwein","D.O.","100 % Monastrell (Mourvedre)","trocken","dunkelrot","0,75 l","14 %","2,1 g/l","4,2 g/l",,"zu Eintopf- und Schmorgerichten, dunklem Fleisch","enthält Sulfite",,"Bodega Juan Gil, Calle Valencia, 4, ES 30520 Jumilla, Murcia - Spanien"
"https://www.vindor.de/kalkbrenner-espenschied-sauvignon-blanc-riesling-qba-rheinhessen","Wein und Kunst in vollendeter Form. Hier haben 2 Ausnahmetalente ein Kunstwerk kreiert, daß das Glas zum Klingen bringt. Den Ton beim Sauvignon Blanc geben frische Aromen von Kiwi und Stachelbeere an, ebenso klingen Pfirsich und Apfel, die Aromen des Riesling, im Glas. Der fruchtig-gelbe Weißwein ist lebendig mit Balance und Eleganz. Er hat eine herrliche Frische und einen fantastischen Trinkfluss.","Kalkbrenner & Espenschied, Sauvignon Blanc + Riesling, QbA Rheinhessen","Deutschland","Rheinhessen","Weingut Espenhof","Weißwein","QbA","Sauvignon Blanc 60%, Riesling 40%","trocken","vornehmes Hellgelb","0,75 l","12,5 %","4,6 g/l","6,8 g/l","8-10 °C","Dieser Wein macht Spaß und ist trotzdem bei weitem nicht beliebig. Als Apero genauso passend wie zur Essensbegleitung.","enthält Sulfite",,"Weingut Espenhof , Hauptstrasse 81 - D 55237 Flonheim-Uffhofen"
"https://www.vindor.de/kanonkop-pinotage-stellenbosch","Ein voller, komplexer, brillant gemachter Wein mit einem langen Nachhall. Ein dunkles Rubinrot schmeichelt im Auge. Im Bukett explodiert förmlich sein ganzes Aromenspektrum von saftigen Früchten wie Johannisbeeren, Himbeeren und Blaubeeren, gepaart mit einem Hauch von Bananen.","Kanonkop, Pinotage, Stellenbosch","Südafrika","Stellenbosch","Kanonkop","Rotwein",,,"trocken","rubinrot","0,75 l","14,5 %","2,2 g/l","4,8 g/l","16 °C","Passt vorzüglich zu Fleischgerichten aller Art.","enthält Sulfite",,"Kanonkop, R44, Stellenbosch, 7607, Südafrika"
"https://www.vindor.de/kleine-zalze-cabernet-sauvignon-vineyard-selection-stellenbosch","Extraklasse aus Südafrika ! Ein Blumenstrauss von reifen, dunklen Beerenfrüchten entfaltet sich im Duft und am Gaumen. Stoffig, kräftiger Körper, dicht und komplex mit üppigen und vielschichtigen Würznoten, reife Tannine. Einfach nur schön ! Ausbau für 20 Monate in 40 % neuen und 30 % zweitbelegten, 30 % drittbelegten franz. Eichenfässern.
Der Wein wird regelmäßig mit Auszeichnungen und Medaillen ""überschüttet"":
Jg. 2007 Mundus Vini 2009 Gold -
Jg. 2009 Mundus Vini 2011 Gold -
Jg. 2012 Concours Mondial du Bruxelles 2015 Gold - Mundus Vini Gold 2015 - John Platter 2016: 5 Sterne -
Jg. 2015 John Platter 2016: 5 Sterne
Jg. 2017 John Platter 2020: 5 Sterne
Jg. 2017 Michelangelo International Spirits Awards 2019 Gold","Kleine Zalze, Cabernet Sauvignon Vineyard Selection, Stellenbosch","Südafrika","Stellenbosch","Kleine Zalze","Rotwein",,,"trocken","tiefes Rot","0,75 l","14,5 %","3,5 g/l","5,9 g/l","18-20 °C","ideal zu deftigen Fleisch- und Geflügelgerichten, würziger Pasta","enthält Sulfite",,"Kleine Zalze, Strand Rd, Stellenbosch, 7600, Südafrika"
